authorYear,study,designType,cluster,case,phase,session,outcome,complexityMeasure
Alghamdi et al. (2020),1,multiProbe,1,1,A,1,34,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,A,2,29,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,A,3,32,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,A,4,36,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,A,5,37,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,A,6,34,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,B,10,71,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,B,12,98,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,B,14,89,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,B,16,99,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,B,18,98,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,M,29,90,combinedType
Alghamdi et al. (2020),1,multiProbe,1,1,M,34,90,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,A,1,35,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,A,2,49,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,A,4,55,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,A,10,44,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,A,11,35,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,B,15,84,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,B,17,87,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,B,19,80,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,B,21,97,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,B,23,94,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,M,34,87,combinedType
Alghamdi et al. (2020),1,multiProbe,1,2,M,39,99,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,A,1,14,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,A,2,13,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,A,4,9,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,A,14,17,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,A,15,0,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,B,19,40,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,B,21,69,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,B,23,80,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,B,25,93,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,B,27,78,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,M,33,84,combinedType
Alghamdi et al. (2020),1,multiProbe,1,3,M,39,86,combinedType
Bundock et al. (2021),2,multiProbe,1,1,A,1,0,singleType
Bundock et al. (2021),2,multiProbe,1,1,A,3,0,singleType
Bundock et al. (2021),2,multiProbe,1,1,A,6,0,singleType
Bundock et al. (2021),2,multiProbe,1,1,A,12,0,singleType
Bundock et al. (2021),2,multiProbe,1,1,A,19,0,singleType
Bundock et al. (2021),2,multiProbe,1,1,B,30,11,singleType
Bundock et al. (2021),2,multiProbe,1,1,B,50,14,singleType
Bundock et al. (2021),2,multiProbe,1,1,B,77,7,singleType
Bundock et al. (2021),2,multiProbe,1,1,B,93,39,singleType
Bundock et al. (2021),2,multiProbe,1,1,M,97,4,singleType
Bundock et al. (2021),2,multiProbe,1,1,M,102,14,singleType
Bundock et al. (2021),2,multiProbe,1,1,M,107,11,singleType
Bundock et al. (2021),2,multiProbe,1,1,M,114,14,singleType
Bundock et al. (2021),2,multiProbe,1,1,M,119,14,singleType
Bundock et al. (2021),2,multiProbe,1,1,M,123,29,singleType
Bundock et al. (2021),2,multiProbe,1,2,A,37,14,singleType
Bundock et al. (2021),2,multiProbe,1,2,A,40,14,singleType
Bundock et al. (2021),2,multiProbe,1,2,A,44,25,singleType
Bundock et al. (2021),2,multiProbe,1,2,A,49,11,singleType
Bundock et al. (2021),2,multiProbe,1,2,A,55,18,singleType
Bundock et al. (2021),2,multiProbe,1,2,A,58,18,singleType
Bundock et al. (2021),2,multiProbe,1,2,A,63,11,singleType
Bundock et al. (2021),2,multiProbe,1,2,B,75,21,singleType
Bundock et al. (2021),2,multiProbe,1,2,B,103,21,singleType
Bundock et al. (2021),2,multiProbe,1,2,B,134,14,singleType
Bundock et al. (2021),2,multiProbe,1,2,B,144,64,singleType
Bundock et al. (2021),2,multiProbe,2,1,A,1,0,singleType
Bundock et al. (2021),2,multiProbe,2,1,A,3,0,singleType
Bundock et al. (2021),2,multiProbe,2,1,A,6,0,singleType
Bundock et al. (2021),2,multiProbe,2,1,A,12,0,singleType
Bundock et al. (2021),2,multiProbe,2,1,A,19,0,singleType
Bundock et al. (2021),2,multiProbe,2,1,B,30,8,singleType
Bundock et al. (2021),2,multiProbe,2,1,B,50,0,singleType
Bundock et al. (2021),2,multiProbe,2,1,B,77,0,singleType
Bundock et al. (2021),2,multiProbe,2,1,B,93,11,singleType
Bundock et al. (2021),2,multiProbe,2,1,M,97,3,singleType
Bundock et al. (2021),2,multiProbe,2,1,M,102,11,singleType
Bundock et al. (2021),2,multiProbe,2,1,M,107,8,singleType
Bundock et al. (2021),2,multiProbe,2,1,M,114,11,singleType
Bundock et al. (2021),2,multiProbe,2,1,M,119,8,singleType
Bundock et al. (2021),2,multiProbe,2,1,M,123,0,singleType
Bundock et al. (2021),2,multiProbe,2,2,A,37,14,singleType
Bundock et al. (2021),2,multiProbe,2,2,A,40,11,singleType
Bundock et al. (2021),2,multiProbe,2,2,A,44,33,singleType
Bundock et al. (2021),2,multiProbe,2,2,A,49,6,singleType
Bundock et al. (2021),2,multiProbe,2,2,A,55,36,singleType
Bundock et al. (2021),2,multiProbe,2,2,A,58,14,singleType
Bundock et al. (2021),2,multiProbe,2,2,A,63,6,singleType
Bundock et al. (2021),2,multiProbe,2,2,B,75,8,singleType
Bundock et al. (2021),2,multiProbe,2,2,B,103,14,singleType
Bundock et al. (2021),2,multiProbe,2,2,B,134,17,singleType
Bundock et al. (2021),2,multiProbe,2,2,B,144,31,singleType
Edwards et al. (2020),3,multiProbe,1,1,A,1,0,singleType
Edwards et al. (2020),3,multiProbe,1,1,A,2,0,singleType
Edwards et al. (2020),3,multiProbe,1,1,A,3,0,singleType
Edwards et al. (2020),3,multiProbe,1,1,A,4,0,singleType
Edwards et al. (2020),3,multiProbe,1,1,A,5,0,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,6,100,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,7,100,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,8,100,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,9,100,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,10,100,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,11,100,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,19,80,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,27,100,singleType
Edwards et al. (2020),3,multiProbe,1,1,B,32,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,A,1,0,singleType
Edwards et al. (2020),3,multiProbe,1,2,A,6,0,singleType
Edwards et al. (2020),3,multiProbe,1,2,A,7,0,singleType
Edwards et al. (2020),3,multiProbe,1,2,A,8,0,singleType
Edwards et al. (2020),3,multiProbe,1,2,A,9,0,singleType
Edwards et al. (2020),3,multiProbe,1,2,A,10,0,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,11,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,12,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,13,90,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,14,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,15,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,16,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,17,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,18,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,19,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,27,100,singleType
Edwards et al. (2020),3,multiProbe,1,2,B,36,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,1,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,6,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,11,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,14,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,15,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,16,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,17,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,A,18,0,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,19,80,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,20,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,22,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,23,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,24,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,25,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,26,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,27,90,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,39,100,singleType
Edwards et al. (2020),3,multiProbe,1,3,B,41,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,1,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,6,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,11,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,14,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,19,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,22,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,23,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,24,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,25,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,A,26,0,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,27,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,28,70,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,29,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,30,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,31,90,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,32,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,33,80,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,34,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,35,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,36,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,37,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,38,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,39,100,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,45,83,singleType
Edwards et al. (2020),3,multiProbe,1,4,B,46,90,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,1,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,6,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,11,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,14,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,19,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,27,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,34,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,35,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,36,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,37,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,A,38,0,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,39,100,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,40,100,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,41,100,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,42,100,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,43,100,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,44,100,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,45,100,singleType
Edwards et al. (2020),3,multiProbe,1,5,B,47,100,singleType
Freeman-Green et al. (2015),4,multiProbe,1,1,A,1,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,A,2,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,A,3,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,A,6,0,generalization
Freeman-Green et al. (2015),4,multiProbe,1,1,B,7,74,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,B,8,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,B,9,70,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,B,10,92,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,B,11,92,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,M,16,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,1,M,22,82,generalization
Freeman-Green et al. (2015),4,multiProbe,1,1,M,23,70,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,A,1,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,A,2,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,A,3,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,A,6,4,generalization
Freeman-Green et al. (2015),4,multiProbe,1,2,A,10,6,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,B,11,98,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,B,12,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,B,13,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,B,14,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,B,15,98,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,M,22,98,generalization
Freeman-Green et al. (2015),4,multiProbe,1,2,M,24,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,2,M,26,98,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,A,1,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,A,2,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,A,3,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,A,6,2,generalization
Freeman-Green et al. (2015),4,multiProbe,1,3,A,10,12,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,A,15,14,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,B,16,98,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,B,17,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,B,18,96,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,B,19,94,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,B,20,98,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,M,22,100,generalization
Freeman-Green et al. (2015),4,multiProbe,1,3,M,25,98,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,3,M,27,96,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,A,1,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,A,2,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,A,3,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,A,6,0,generalization
Freeman-Green et al. (2015),4,multiProbe,1,4,B,7,92,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,B,8,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,B,9,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,B,10,82,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,B,11,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,M,16,84,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,4,M,22,90,generalization
Freeman-Green et al. (2015),4,multiProbe,1,4,M,23,82,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,A,6,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,A,7,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,A,8,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,A,9,0,generalization
Freeman-Green et al. (2015),4,multiProbe,1,5,A,10,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,B,11,82,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,B,12,88,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,B,13,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,B,14,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,B,15,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,M,22,90,generalization
Freeman-Green et al. (2015),4,multiProbe,1,5,M,25,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,5,M,27,94,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,A,6,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,A,7,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,A,8,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,A,9,0,generalization
Freeman-Green et al. (2015),4,multiProbe,1,6,A,10,6,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,A,15,10,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,B,16,88,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,B,17,88,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,B,18,92,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,B,19,84,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,B,20,94,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,M,22,82,generalization
Freeman-Green et al. (2015),4,multiProbe,1,6,M,25,88,combinedType
Freeman-Green et al. (2015),4,multiProbe,1,6,M,27,84,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,A,1,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,A,2,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,A,3,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,A,5,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,A,6,0,generalization
Freeman-Green et al. (2015),4,multiProbe,2,1,B,7,60,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,B,8,60,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,B,9,50,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,B,10,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,B,11,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,M,16,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,1,M,22,60,generalization
Freeman-Green et al. (2015),4,multiProbe,2,1,M,23,70,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,A,1,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,A,2,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,A,3,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,A,4,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,A,5,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,A,6,50,generalization
Freeman-Green et al. (2015),4,multiProbe,2,2,A,10,40,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,B,11,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,B,12,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,B,13,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,B,14,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,B,15,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,M,22,100,generalization
Freeman-Green et al. (2015),4,multiProbe,2,2,M,24,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,2,M,26,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,A,1,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,A,2,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,A,3,10,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,A,4,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,A,5,30,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,A,6,10,generalization
Freeman-Green et al. (2015),4,multiProbe,2,3,A,10,30,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,A,15,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,B,16,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,B,17,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,B,18,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,B,19,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,B,20,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,M,22,80,generalization
Freeman-Green et al. (2015),4,multiProbe,2,3,M,25,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,3,M,27,70,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,A,1,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,A,2,10,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,A,3,20,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,A,6,0,generalization
Freeman-Green et al. (2015),4,multiProbe,2,4,B,7,60,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,B,8,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,B,9,60,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,B,10,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,B,11,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,M,16,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,4,M,22,80,generalization
Freeman-Green et al. (2015),4,multiProbe,2,4,M,23,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,A,6,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,A,7,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,A,8,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,A,9,0,generalization
Freeman-Green et al. (2015),4,multiProbe,2,5,A,10,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,B,11,70,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,B,12,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,B,13,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,B,14,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,B,15,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,M,22,80,generalization
Freeman-Green et al. (2015),4,multiProbe,2,5,M,24,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,5,M,26,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,A,4,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,A,5,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,A,6,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,A,7,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,A,8,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,A,9,0,generalization
Freeman-Green et al. (2015),4,multiProbe,2,6,A,10,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,A,15,0,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,B,16,70,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,B,17,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,B,18,100,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,B,19,70,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,B,20,90,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,M,22,70,generalization
Freeman-Green et al. (2015),4,multiProbe,2,6,M,23,80,combinedType
Freeman-Green et al. (2015),4,multiProbe,2,6,M,24,70,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,A,1,59,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,A,2,68,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,A,3,92,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,B,6,82,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,B,7,82,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,B,8,98,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,B,11,81,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,B,12,90,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,M,15,100,combinedType
Jitendra et al. (1999),5,multiProbe,1,1,M,16,98,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,A,1,43,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,A,4,67,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,A,6,49,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,B,9,83,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,B,10,67,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,B,11,50,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,B,14,84,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,B,15,65,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,M,18,70,combinedType
Jitendra et al. (1999),5,multiProbe,1,2,M,19,84,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,A,1,48,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,A,3,65,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,A,6,33,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,A,9,49,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,B,12,48,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,B,13,83,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,B,14,59,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,B,15,57,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,B,18,66,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,B,19,94,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,M,22,66,combinedType
Jitendra et al. (1999),5,multiProbe,1,3,M,23,100,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,A,1,50,combinedType
Jitendra et al. (1999),5,multiProbe,1,4,A,6,57,combinedType
